ID,2022_Value,ActivityMetric,AMKEY,group,query,Value
601_X_Picknpay,0.0,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area,601.0,Picknpay,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area in Picknpay company in the year ,
601_X_Sasol,0.0,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area,601.0,Sasol,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area in Sasol company in the year ,
601_X_Ssw,0.0,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area,601.0,Ssw,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area in Ssw company in the year ,
601_X_Tongaat,0.0,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area,601.0,Tongaat,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area in Tongaat company in the year ,
601_X_Uct1&2,0.0,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area,601.0,Uct1&2,Total spend or investment in activities focused on planting new trees or fostering reforestation after production or operational activities have impacted the land area in Uct1&2 company in the year ,
602_X_Absa,0.0,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area,602.0,Absa,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area in Absa company in the year ,
602_X_Clicks,0.0,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area,602.0,Clicks,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area in Clicks company in the year ,
602_X_Distell,0.0,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area,602.0,Distell,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area in Distell company in the year ,
602_X_Oceana1&2,0.0,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area,602.0,Oceana1&2,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area in Oceana1&2 company in the year ,
602_X_Picknpay,0.0,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area,602.0,Picknpay,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area in Picknpay company in the year ,
602_X_Sasol,0.0,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area,602.0,Sasol,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area in Sasol company in the year ,
602_X_Tongaat,0.0,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area,602.0,Tongaat,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area in Tongaat company in the year ,
602_X_Uct1&2,0.0,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area,602.0,Uct1&2,Total spend or investment in activities focused on restoration and rehabilitation of land after production or operational activities have impacted the land area in Uct1&2 company in the year ,
605_X_Absa,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Absa,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Absa company in the year ,
605_X_Clicks,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Clicks,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Clicks company in the year ,
605_X_Distell,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Distell,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Distell company in the year ,
605_X_Impala,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Impala,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Impala company in the year ,
605_X_Oceana1&2,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Oceana1&2,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Oceana1&2 company in the year ,
605_X_Picknpay,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Picknpay,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Picknpay company in the year ,
605_X_Sasol,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Sasol,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Sasol company in the year ,
605_X_Ssw,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Ssw,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Ssw company in the year ,
605_X_Tongaat,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Tongaat,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Tongaat company in the year ,
605_X_Uct1&2,0.0,Total spend or investment in managing water quality at sites/mines post closure or decomissioning,605.0,Uct1&2,Total spend or investment in managing water quality at sites/mines post closure or decomissioning in Uct1&2 company in the year ,
606_X_Absa,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Absa,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Absa company in the year ,
606_X_Clicks,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Clicks,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Clicks company in the year ,
606_X_Distell,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Distell,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Distell company in the year ,
606_X_Impala,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Impala,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Impala company in the year ,
606_X_Oceana1&2,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Oceana1&2,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Oceana1&2 company in the year ,
606_X_Picknpay,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Picknpay,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Picknpay company in the year ,
606_X_Sasol,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Sasol,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Sasol company in the year ,
606_X_Ssw,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Ssw,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Ssw company in the year ,
606_X_Tongaat,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Tongaat,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Tongaat company in the year ,
606_X_Uct1&2,0.0,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met,606.0,Uct1&2,Total spend or investment in performing audits on the extent to which commitments and regulatory requirements are met in Uct1&2 company in the year ,
607_X_Absa,0.0,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc",607.0,Absa,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc in Absa company in the year ",
607_X_Clicks,0.0,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc",607.0,Clicks,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc in Clicks company in the year ",
607_X_Distell,0.0,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc",607.0,Distell,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc in Distell company in the year ",
607_X_Impala,0.0,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc",607.0,Impala,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc in Impala company in the year ",
607_X_Oceana1&2,0.0,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc",607.0,Oceana1&2,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc in Oceana1&2 company in the year ",
607_X_Picknpay,0.0,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc",607.0,Picknpay,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc in Picknpay company in the year ",
607_X_Sasol,0.0,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc",607.0,Sasol,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc in Sasol company in the year ",
607_X_Uct1&2,0.0,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc",607.0,Uct1&2,"Total spend or investment in socio-economic development initiatives or programs that aim to support financial inclusion, livelihoods etc in Uct1&2 company in the year ",
608_X_Absa,0.0,Total spend or investment in stakeholder development and training programs,608.0,Absa,Total spend or investment in stakeholder development and training programs in Absa company in the year ,
608_X_Clicks,0.0,Total spend or investment in stakeholder development and training programs,608.0,Clicks,Total spend or investment in stakeholder development and training programs in Clicks company in the year ,
608_X_Distell,0.0,Total spend or investment in stakeholder development and training programs,608.0,Distell,Total spend or investment in stakeholder development and training programs in Distell company in the year ,
608_X_Impala,0.0,Total spend or investment in stakeholder development and training programs,608.0,Impala,Total spend or investment in stakeholder development and training programs in Impala company in the year ,
608_X_Oceana1&2,0.0,Total spend or investment in stakeholder development and training programs,608.0,Oceana1&2,Total spend or investment in stakeholder development and training programs in Oceana1&2 company in the year ,
608_X_Picknpay,0.0,Total spend or investment in stakeholder development and training programs,608.0,Picknpay,Total spend or investment in stakeholder development and training programs in Picknpay company in the year ,
608_X_Sasol,0.0,Total spend or investment in stakeholder development and training programs,608.0,Sasol,Total spend or investment in stakeholder development and training programs in Sasol company in the year ,
608_X_Ssw,0.0,Total spend or investment in stakeholder development and training programs,608.0,Ssw,Total spend or investment in stakeholder development and training programs in Ssw company in the year ,
608_X_Tongaat,0.0,Total spend or investment in stakeholder development and training programs,608.0,Tongaat,Total spend or investment in stakeholder development and training programs in Tongaat company in the year ,
608_X_Uct1&2,0.0,Total spend or investment in stakeholder development and training programs,608.0,Uct1&2,Total spend or investment in stakeholder development and training programs in Uct1&2 company in the year ,
609_X_Absa,0.0,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees",609.0,Absa,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees in Absa company in the year ",
609_X_Clicks,0.0,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees",609.0,Clicks,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees in Clicks company in the year ",
609_X_Distell,0.0,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees",609.0,Distell,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees in Distell company in the year ",
609_X_Impala,0.0,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees",609.0,Impala,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees in Impala company in the year ",
609_X_Picknpay,0.0,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees",609.0,Picknpay,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees in Picknpay company in the year ",
609_X_Ssw,0.0,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees",609.0,Ssw,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees in Ssw company in the year ",
609_X_Tongaat,0.0,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees",609.0,Tongaat,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees in Tongaat company in the year ",
609_X_Uct1&2,0.0,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees",609.0,Uct1&2,"Total spend or investment in the reporting period for graduate development, bursaries or skills development for employees in Uct1&2 company in the year ",
613_X_Absa,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Absa,Total spend or investment on food waste management initiatives in the reporting period in Absa company in the year ,
613_X_Clicks,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Clicks,Total spend or investment on food waste management initiatives in the reporting period in Clicks company in the year ,
613_X_Distell,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Distell,Total spend or investment on food waste management initiatives in the reporting period in Distell company in the year ,
613_X_Impala,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Impala,Total spend or investment on food waste management initiatives in the reporting period in Impala company in the year ,
613_X_Oceana1&2,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Oceana1&2,Total spend or investment on food waste management initiatives in the reporting period in Oceana1&2 company in the year ,
613_X_Picknpay,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Picknpay,Total spend or investment on food waste management initiatives in the reporting period in Picknpay company in the year ,
613_X_Sasol,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Sasol,Total spend or investment on food waste management initiatives in the reporting period in Sasol company in the year ,
613_X_Ssw,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Ssw,Total spend or investment on food waste management initiatives in the reporting period in Ssw company in the year ,
613_X_Tongaat,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Tongaat,Total spend or investment on food waste management initiatives in the reporting period in Tongaat company in the year ,
613_X_Uct1&2,0.0,Total spend or investment on food waste management initiatives in the reporting period,613.0,Uct1&2,Total spend or investment on food waste management initiatives in the reporting period in Uct1&2 company in the year ,
615_X_Absa,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Absa,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Absa company in the year ",
615_X_Clicks,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Clicks,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Clicks company in the year ",
615_X_Distell,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Distell,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Distell company in the year ",
615_X_Impala,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Impala,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Impala company in the year ",
615_X_Oceana1&2,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Oceana1&2,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Oceana1&2 company in the year ",
615_X_Picknpay,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Picknpay,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Picknpay company in the year ",
615_X_Sasol,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Sasol,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Sasol company in the year ",
615_X_Ssw,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Ssw,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Ssw company in the year ",
615_X_Tongaat,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Tongaat,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Tongaat company in the year ",
615_X_Uct1&2,0.0,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period",615.0,Uct1&2,"Total spend or investment towards accountability, trust & transparency initiatives in the reporting period in Uct1&2 company in the year ",
616_X_Absa,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Absa,Total spend or investment towards Agriculture projects in the reporting period in Absa company in the year ,
616_X_Clicks,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Clicks,Total spend or investment towards Agriculture projects in the reporting period in Clicks company in the year ,
616_X_Distell,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Distell,Total spend or investment towards Agriculture projects in the reporting period in Distell company in the year ,
616_X_Impala,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Impala,Total spend or investment towards Agriculture projects in the reporting period in Impala company in the year ,
616_X_Oceana1&2,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Oceana1&2,Total spend or investment towards Agriculture projects in the reporting period in Oceana1&2 company in the year ,
616_X_Picknpay,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Picknpay,Total spend or investment towards Agriculture projects in the reporting period in Picknpay company in the year ,
616_X_Sasol,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Sasol,Total spend or investment towards Agriculture projects in the reporting period in Sasol company in the year ,
616_X_Ssw,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Ssw,Total spend or investment towards Agriculture projects in the reporting period in Ssw company in the year ,
616_X_Tongaat,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Tongaat,Total spend or investment towards Agriculture projects in the reporting period in Tongaat company in the year ,
616_X_Uct1&2,0.0,Total spend or investment towards Agriculture projects in the reporting period,616.0,Uct1&2,Total spend or investment towards Agriculture projects in the reporting period in Uct1&2 company in the year ,
617_X_Absa,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Absa,Total spend or investment towards anti-corruption activities in reporting period in Absa company in the year ,
617_X_Clicks,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Clicks,Total spend or investment towards anti-corruption activities in reporting period in Clicks company in the year ,
617_X_Distell,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Distell,Total spend or investment towards anti-corruption activities in reporting period in Distell company in the year ,
617_X_Impala,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Impala,Total spend or investment towards anti-corruption activities in reporting period in Impala company in the year ,
617_X_Oceana1&2,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Oceana1&2,Total spend or investment towards anti-corruption activities in reporting period in Oceana1&2 company in the year ,
617_X_Picknpay,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Picknpay,Total spend or investment towards anti-corruption activities in reporting period in Picknpay company in the year ,
617_X_Sasol,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Sasol,Total spend or investment towards anti-corruption activities in reporting period in Sasol company in the year ,
617_X_Ssw,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Ssw,Total spend or investment towards anti-corruption activities in reporting period in Ssw company in the year ,
617_X_Tongaat,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Tongaat,Total spend or investment towards anti-corruption activities in reporting period in Tongaat company in the year ,
617_X_Uct1&2,0.0,Total spend or investment towards anti-corruption activities in reporting period,617.0,Uct1&2,Total spend or investment towards anti-corruption activities in reporting period in Uct1&2 company in the year ,
619_X_Absa,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Absa,Total spend or investment towards biodiversity activities reporting period in Absa company in the year ,
619_X_Clicks,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Clicks,Total spend or investment towards biodiversity activities reporting period in Clicks company in the year ,
619_X_Distell,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Distell,Total spend or investment towards biodiversity activities reporting period in Distell company in the year ,
619_X_Impala,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Impala,Total spend or investment towards biodiversity activities reporting period in Impala company in the year ,
619_X_Oceana1&2,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Oceana1&2,Total spend or investment towards biodiversity activities reporting period in Oceana1&2 company in the year ,
619_X_Picknpay,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Picknpay,Total spend or investment towards biodiversity activities reporting period in Picknpay company in the year ,
619_X_Sasol,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Sasol,Total spend or investment towards biodiversity activities reporting period in Sasol company in the year ,
619_X_Ssw,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Ssw,Total spend or investment towards biodiversity activities reporting period in Ssw company in the year ,
619_X_Tongaat,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Tongaat,Total spend or investment towards biodiversity activities reporting period in Tongaat company in the year ,
619_X_Uct1&2,0.0,Total spend or investment towards biodiversity activities reporting period,619.0,Uct1&2,Total spend or investment towards biodiversity activities reporting period in Uct1&2 company in the year ,
620_X_Absa,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Absa,Total spend or investment towards collective agreement negotiations in the reporting period in Absa company in the year ,
620_X_Clicks,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Clicks,Total spend or investment towards collective agreement negotiations in the reporting period in Clicks company in the year ,
620_X_Distell,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Distell,Total spend or investment towards collective agreement negotiations in the reporting period in Distell company in the year ,
620_X_Impala,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Impala,Total spend or investment towards collective agreement negotiations in the reporting period in Impala company in the year ,
620_X_Oceana1&2,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Oceana1&2,Total spend or investment towards collective agreement negotiations in the reporting period in Oceana1&2 company in the year ,
620_X_Picknpay,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Picknpay,Total spend or investment towards collective agreement negotiations in the reporting period in Picknpay company in the year ,
620_X_Sasol,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Sasol,Total spend or investment towards collective agreement negotiations in the reporting period in Sasol company in the year ,
620_X_Ssw,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Ssw,Total spend or investment towards collective agreement negotiations in the reporting period in Ssw company in the year ,
620_X_Tongaat,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Tongaat,Total spend or investment towards collective agreement negotiations in the reporting period in Tongaat company in the year ,
620_X_Uct1&2,0.0,Total spend or investment towards collective agreement negotiations in the reporting period,620.0,Uct1&2,Total spend or investment towards collective agreement negotiations in the reporting period in Uct1&2 company in the year ,
621_X_Absa,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Absa,Total spend or investment towards Corporate Governance activities in reporting period in Absa company in the year ,
621_X_Clicks,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Clicks,Total spend or investment towards Corporate Governance activities in reporting period in Clicks company in the year ,
621_X_Distell,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Distell,Total spend or investment towards Corporate Governance activities in reporting period in Distell company in the year ,
621_X_Impala,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Impala,Total spend or investment towards Corporate Governance activities in reporting period in Impala company in the year ,
621_X_Oceana1&2,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Oceana1&2,Total spend or investment towards Corporate Governance activities in reporting period in Oceana1&2 company in the year ,
621_X_Picknpay,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Picknpay,Total spend or investment towards Corporate Governance activities in reporting period in Picknpay company in the year ,
621_X_Sasol,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Sasol,Total spend or investment towards Corporate Governance activities in reporting period in Sasol company in the year ,
621_X_Ssw,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Ssw,Total spend or investment towards Corporate Governance activities in reporting period in Ssw company in the year ,
621_X_Tongaat,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Tongaat,Total spend or investment towards Corporate Governance activities in reporting period in Tongaat company in the year ,
621_X_Uct1&2,0.0,Total spend or investment towards Corporate Governance activities in reporting period,621.0,Uct1&2,Total spend or investment towards Corporate Governance activities in reporting period in Uct1&2 company in the year ,
622_X_Absa,0.0,Total spend or investment towards COVID Response,622.0,Absa,Total spend or investment towards COVID Response in Absa company in the year ,
622_X_Clicks,0.0,Total spend or investment towards COVID Response,622.0,Clicks,Total spend or investment towards COVID Response in Clicks company in the year ,
622_X_Distell,0.0,Total spend or investment towards COVID Response,622.0,Distell,Total spend or investment towards COVID Response in Distell company in the year ,
622_X_Impala,0.0,Total spend or investment towards COVID Response,622.0,Impala,Total spend or investment towards COVID Response in Impala company in the year ,
622_X_Picknpay,0.0,Total spend or investment towards COVID Response,622.0,Picknpay,Total spend or investment towards COVID Response in Picknpay company in the year ,
622_X_Sasol,0.0,Total spend or investment towards COVID Response,622.0,Sasol,Total spend or investment towards COVID Response in Sasol company in the year ,
622_X_Ssw,0.0,Total spend or investment towards COVID Response,622.0,Ssw,Total spend or investment towards COVID Response in Ssw company in the year ,
622_X_Uct1&2,0.0,Total spend or investment towards COVID Response,622.0,Uct1&2,Total spend or investment towards COVID Response in Uct1&2 company in the year ,
623_X_Absa,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Absa,Total spend or investment towards Ecosystem services in the reporting period in Absa company in the year ,
623_X_Clicks,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Clicks,Total spend or investment towards Ecosystem services in the reporting period in Clicks company in the year ,
623_X_Distell,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Distell,Total spend or investment towards Ecosystem services in the reporting period in Distell company in the year ,
623_X_Impala,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Impala,Total spend or investment towards Ecosystem services in the reporting period in Impala company in the year ,
623_X_Oceana1&2,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Oceana1&2,Total spend or investment towards Ecosystem services in the reporting period in Oceana1&2 company in the year ,
623_X_Picknpay,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Picknpay,Total spend or investment towards Ecosystem services in the reporting period in Picknpay company in the year ,
623_X_Sasol,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Sasol,Total spend or investment towards Ecosystem services in the reporting period in Sasol company in the year ,
623_X_Ssw,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Ssw,Total spend or investment towards Ecosystem services in the reporting period in Ssw company in the year ,
623_X_Tongaat,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Tongaat,Total spend or investment towards Ecosystem services in the reporting period in Tongaat company in the year ,
623_X_Uct1&2,0.0,Total spend or investment towards Ecosystem services in the reporting period,623.0,Uct1&2,Total spend or investment towards Ecosystem services in the reporting period in Uct1&2 company in the year ,
627_X_Absa,0.0,Total spend or investment towards Energy Management initiatives in the reporting period/s,627.0,Absa,Total spend or investment towards Energy Management initiatives in the reporting period/s in Absa company in the year ,
627_X_Clicks,0.0,Total spend or investment towards Energy Management initiatives in the reporting period/s,627.0,Clicks,Total spend or investment towards Energy Management initiatives in the reporting period/s in Clicks company in the year ,
627_X_Distell,0.0,Total spend or investment towards Energy Management initiatives in the reporting period/s,627.0,Distell,Total spend or investment towards Energy Management initiatives in the reporting period/s in Distell company in the year ,
627_X_Impala,0.0,Total spend or investment towards Energy Management initiatives in the reporting period/s,627.0,Impala,Total spend or investment towards Energy Management initiatives in the reporting period/s in Impala company in the year ,
627_X_Oceana1&2,0.0,Total spend or investment towards Energy Management initiatives in the reporting period/s,627.0,Oceana1&2,Total spend or investment towards Energy Management initiatives in the reporting period/s in Oceana1&2 company in the year ,
627_X_Picknpay,0.0,Total spend or investment towards Energy Management initiatives in the reporting period/s,627.0,Picknpay,Total spend or investment towards Energy Management initiatives in the reporting period/s in Picknpay company in the year ,
627_X_Sasol,0.0,Total spend or investment towards Energy Management initiatives in the reporting period/s,627.0,Sasol,Total spend or investment towards Energy Management initiatives in the reporting period/s in Sasol company in the year ,
627_X_Ssw,0.0,Total spend or investment towards Energy Management initiatives in the reporting period/s,627.0,Ssw,Total spend or investment towards Energy Management initiatives in the reporting period/s in Ssw company in the year ,
627_X_Uct1&2,0.0,Total spend or investment towards Energy Management initiatives in the reporting period/s,627.0,Uct1&2,Total spend or investment towards Energy Management initiatives in the reporting period/s in Uct1&2 company in the year ,
628_X_Absa,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Absa,Total spend or investment towards Energy security in the reporting period/s in Absa company in the year ,
628_X_Clicks,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Clicks,Total spend or investment towards Energy security in the reporting period/s in Clicks company in the year ,
